,Date,Expiry,CE_short_en_date,PE_short_en_date,CE_long_en_date,PE_long_en_date,CE_short_ex_date,PE_short_ex_date,CE_long_ex_date,PE_long_ex_date,Fut_En_price,ATM_stk,CE_short_stk,PE_short_stk,CE_long_stk,PE_long_stk,CE_short_en_price,PE_short_en_price,CE_long_en_price,PE_long_en_price,CE_short_ex_price,PE_short_ex_price,CE_long_ex_price,PE_long_ex_price,TP/SL/SqOFF,Abs_return,Lot_size,Contracts,P&L,Capital,Return_pct,Cumulative_Returns,Peak,Drawdown
176,2017-09-22,2017-09-28,2017-09-22 10:30:59,2017-09-22 10:30:59,2017-09-22 10:30:59,2017-09-22 10:30:59,2017-09-22 15:20:59,2017-09-22 15:20:59,2017-09-22 15:20:59,2017-09-22 15:20:59,24542.35,24500,24500,24500,25000,24000,195.5,150.5,23.0,44.6,133.4,207.5,11.25,72.75,SqOFF,21.499999999999993,15.0,31.0,9997.499999999996,1430789.5,0.7036568336533423,1.430789500000001,1.430789500000001,0.0
177,2017-09-25,2017-09-28,2017-09-25 10:30:59,2017-09-25 10:30:59,2017-09-25 10:30:59,2017-09-25 10:30:59,2017-09-25 15:20:59,2017-09-25 15:20:59,2017-09-25 15:20:59,2017-09-25 15:20:59,24134.4,24100,24100,24100,24600,23600,170.95,146.3,16.85,34.9,191.0,103.1,18.2,16.3,SqOFF,5.900000000000006,15.0,33.0,2920.5000000000027,1433710.0,0.20411807606919136,1.4337100000000012,1.4337100000000012,0.0
178,2017-09-26,2017-09-28,2017-09-26 10:30:59,2017-09-26 10:30:59,2017-09-26 10:30:59,2017-09-26 10:30:59,2017-09-26 15:20:59,2017-09-26 15:20:59,2017-09-26 15:20:59,2017-09-26 15:20:59,24138.95,24100,24100,24100,24600,23600,139.05,99.3,9.55,12.95,177.4,63.0,11.65,9.5,SqOFF,-3.399999999999997,15.0,34.0,-1733.9999999999984,1431976.0,-0.12094496097537148,1.4319760000000012,1.4337100000000012,-0.12094496097536467
179,2017-09-27,2017-09-28,2017-09-27 10:30:59,2017-09-27 10:30:59,2017-09-27 10:30:59,2017-09-27 10:30:59,2017-09-27 14:08:59,2017-09-27 14:08:59,2017-09-27 14:08:59,2017-09-27 14:08:59,24072.9,24100,24100,24100,24600,23600,87.4,119.9,4.75,13.0,26.4,245.85,2.35,25.0,SL,-55.349999999999994,15.0,34.0,-28228.499999999996,1403747.5,-1.971297004977737,1.4037475000000013,1.4337100000000012,-2.089857781559721
180,2017-09-28,2017-09-28,2017-09-28 10:30:59,2017-09-28 10:30:59,2017-09-28 10:30:59,2017-09-28 10:30:59,2017-09-28 12:55:59,2017-09-28 12:55:59,2017-09-28 12:55:59,2017-09-28 12:55:59,23868.6,23900,23900,23900,24400,23400,39.0,73.45,0.9,2.8,8.35,150.1,0.25,2.6,SL,-46.849999999999994,15.0,35.0,-24596.249999999996,1379151.25,-1.7521847768206174,1.3791512500000012,1.4337100000000012,-3.805424388474653
181,2017-09-29,2017-10-05,2017-09-29 10:30:59,2017-09-29 10:30:59,2017-09-29 10:30:59,2017-09-29 10:30:59,2017-09-29 15:20:59,2017-09-29 15:20:59,2017-09-29 15:20:59,2017-09-29 15:20:59,24202.05,24200,24200,24200,24700,23700,137.25,170.05,15.0,38.4,79.95,243.35,6.05,50.5,SqOFF,-12.849999999999984,15.0,31.0,-5975.249999999993,1373176.0,-0.4332555983254188,1.373176000000001,1.4337100000000012,-4.222192772596971
182,2017-10-03,2017-10-05,2017-10-03 10:30:59,2017-10-03 10:30:59,2017-10-03 10:30:59,2017-10-03 10:30:59,2017-10-03 15:20:59,2017-10-03 15:20:59,2017-10-03 15:20:59,2017-10-03 15:20:59,24081.95,24100,24100,24100,24600,23600,138.1,189.05,15.2,35.3,132.2,152.0,9.05,23.4,SqOFF,24.90000000000002,15.0,31.0,11578.50000000001,1384754.5,0.8431912588044074,1.3847545000000012,1.4337100000000012,-3.414602674180963
183,2017-10-04,2017-10-05,2017-10-04 10:30:59,2017-10-04 10:30:59,2017-10-04 10:30:59,2017-10-04 10:30:59,2017-10-04 15:20:59,2017-10-04 15:20:59,2017-10-04 15:20:59,2017-10-04 15:20:59,24163.05,24200,24200,24200,24700,23700,91.9,154.0,4.05,15.9,28.7,142.55,0.5,5.4,SqOFF,60.599999999999994,15.0,32.0,29087.999999999996,1413842.5,2.100588949160302,1.4138425000000012,1.4337100000000012,-1.38574049145224
184,2017-10-05,2017-10-05,2017-10-05 10:30:59,2017-10-05 10:30:59,2017-10-05 10:31:59,2017-10-05 10:30:59,2017-10-05 11:46:59,2017-10-05 11:46:59,2017-10-05 11:46:59,2017-10-05 11:46:59,24176.55,24200,24200,24200,24700,23700,23.2,72.0,0.05,0.65,9.15,116.05,0.05,0.8,SL,-29.85,15.0,35.0,-15671.25,1398171.25,-1.1084155413350496,1.3981712500000012,1.4337100000000012,-2.4787962698174613
185,2017-10-06,2017-10-12,2017-10-06 10:30:59,2017-10-06 10:30:59,2017-10-06 10:30:59,2017-10-06 10:30:59,2017-10-06 15:20:59,2017-10-06 15:20:59,2017-10-06 15:20:59,2017-10-06 15:20:59,24245.0,24200,24200,24200,24700,23700,142.75,126.0,10.25,16.85,125.85,125.2,9.2,13.7,SqOFF,13.5,15.0,32.0,6480.0,1404651.25,0.46346254080106425,1.4046512500000012,1.4337100000000012,-2.0268220211897727
186,2017-10-09,2017-10-12,2017-10-09 10:30:59,2017-10-09 10:30:59,2017-10-09 10:30:59,2017-10-09 10:30:59,2017-10-09 15:20:59,2017-10-09 15:20:59,2017-10-09 15:20:59,2017-10-09 15:20:59,24322.5,24300,24300,24300,24800,23800,111.95,115.15,5.15,10.65,96.0,122.0,3.1,12.3,SqOFF,8.700000000000008,15.0,33.0,4306.500000000004,1408957.75,0.3065885571240551,1.4089577500000015,1.4337100000000012,-1.7264474684559414
187,2017-10-10,2017-10-12,2017-10-10 10:30:59,2017-10-10 10:30:59,2017-10-10 10:30:59,2017-10-10 10:30:59,2017-10-10 15:20:59,2017-10-10 15:20:59,2017-10-10 15:20:59,2017-10-10 15:20:59,24332.0,24300,24300,24300,24800,23800,100.6,89.75,2.6,6.25,110.9,64.8,1.85,4.7,SqOFF,12.34999999999999,15.0,34.0,6298.499999999995,1415256.25,0.4470325671582413,1.4152562500000014,1.4337100000000012,-1.2871326837365784
188,2017-10-11,2017-10-12,2017-10-11 10:30:59,2017-10-11 10:30:59,2017-10-11 10:30:59,2017-10-11 10:30:59,2017-10-11 13:29:59,2017-10-11 13:29:59,2017-10-11 13:29:59,2017-10-11 13:29:59,24462.85,24500,24500,24500,25000,24000,41.2,101.1,0.7,3.0,13.0,175.05,0.5,6.6,SL,-42.350000000000016,15.0,34.0,-21598.500000000007,1393657.75,-1.526119386506861,1.3936577500000014,1.4337100000000012,-2.793608888826873
189,2017-10-12,2017-10-12,2017-10-12 10:30:59,2017-10-12 10:30:59,2017-10-12 10:31:59,2017-10-12 10:30:59,2017-10-12 14:30:59,2017-10-12 14:30:59,2017-10-12 14:31:59,2017-10-12 14:33:59,24120.0,24100,24100,24100,24600,23600,38.0,50.15,0.05,0.5,113.35,3.9,0.05,0.05,SL,-29.549999999999994,15.0,35.0,-15513.749999999996,1378144.0,-1.1131678491365613,1.3781440000000014,1.4337100000000012,-3.875679181982391
190,2017-10-13,2017-10-18,2017-10-13 10:30:59,2017-10-13 10:30:59,2017-10-13 10:30:59,2017-10-13 10:30:59,2017-10-13 15:20:59,2017-10-13 15:20:59,2017-10-13 15:20:59,2017-10-13 15:20:59,24552.0,24600,24600,24600,25100,24100,98.1,166.35,8.45,28.85,202.0,87.7,23.9,20.05,SqOFF,-18.600000000000016,15.0,31.0,-8649.000000000007,1369495.0,-0.627583184340679,1.3694950000000015,1.4337100000000012,-4.478939255497949
191,2017-10-16,2017-10-18,2017-10-16 10:30:59,2017-10-16 10:30:59,2017-10-16 10:30:59,2017-10-16 10:30:59,2017-10-16 10:51:59,2017-10-16 10:51:59,2017-10-16 10:51:59,2017-10-16 10:51:59,24759.6,24800,24800,24800,25300,24300,100.5,145.0,9.1,17.4,62.1,261.3,5.85,46.8,SL,-51.75000000000001,15.0,31.0,-24063.750000000004,1345431.25,-1.7571258018466664,1.3454312500000014,1.4337100000000012,-6.157364460037223
192,2017-10-17,2017-10-18,2017-10-17 10:30:59,2017-10-17 10:30:59,2017-10-17 10:30:59,2017-10-17 10:30:59,2017-10-17 15:20:59,2017-10-17 15:20:59,2017-10-17 15:20:59,2017-10-17 15:20:59,24735.1,24700,24700,24700,25200,24200,111.0,83.3,6.35,11.35,51.5,104.6,2.6,6.35,SqOFF,29.450000000000003,15.0,31.0,13694.25,1359125.5,1.0178335013401838,1.3591255000000015,1.4337100000000012,-5.202202676970904
193,2017-10-18,2017-10-18,2017-10-18 10:30:59,2017-10-18 10:30:59,2017-10-18 10:30:59,2017-10-18 10:30:59,2017-10-18 15:23:59,2017-10-18 15:20:59,2017-10-18 15:20:59,2017-10-18 15:20:59,24375.0,24400,24400,24400,24900,23900,41.0,82.1,0.4,0.85,0.1,80.8,0.1,0.05,SqOFF,41.1,15.0,33.0,20344.5,1379470.0,1.4968816345510405,1.3794700000000015,1.4337100000000012,-3.783191858883566
194,2017-10-23,2017-10-26,2017-10-23 10:30:59,2017-10-23 10:30:59,2017-10-23 10:30:59,2017-10-23 10:30:59,2017-10-23 15:20:59,2017-10-23 15:20:59,2017-10-23 15:20:59,2017-10-23 15:20:59,24049.95,24000,24000,24000,24500,23500,196.5,153.7,30.9,35.25,225.0,119.05,33.85,26.5,SqOFF,0.3499999999999943,15.0,31.0,162.74999999999736,1379632.75,0.011798009380414025,1.3796327500000014,1.4337100000000012,-3.771840190833551
195,2017-10-24,2017-10-26,2017-10-24 10:30:59,2017-10-24 10:30:59,2017-10-24 10:30:59,2017-10-24 10:30:59,2017-10-24 15:20:59,2017-10-24 15:20:59,2017-10-24 15:20:59,2017-10-24 15:20:59,24252.0,24300,24300,24300,24800,23800,114.05,158.35,10.75,26.6,105.45,163.45,10.65,24.8,SqOFF,1.5999999999999996,15.0,32.0,767.9999999999998,1380400.75,0.055666988189429376,1.3804007500000015,1.4337100000000012,-3.7182728724776695
196,2017-10-25,2017-10-26,2017-10-25 10:30:59,2017-10-25 10:30:59,2017-10-25 10:30:59,2017-10-25 10:30:59,2017-10-25 13:14:59,2017-10-25 13:14:59,2017-10-25 13:14:59,2017-10-25 13:14:59,24662.95,24700,24700,24700,25200,24200,97.55,139.4,6.05,12.7,275.65,34.3,33.35,6.55,SL,-51.84999999999996,15.0,32.0,-24887.99999999998,1355512.75,-1.8029546854418894,1.3555127500000015,1.4337100000000012,-5.454188782947709
197,2017-10-26,2017-10-26,2017-10-26 10:30:59,2017-10-26 10:30:59,2017-10-26 10:30:59,2017-10-26 10:30:59,2017-10-26 12:59:59,2017-10-26 12:59:59,2017-10-26 12:59:59,2017-10-26 12:59:59,24926.25,24900,24900,24900,25400,24400,103.95,74.75,5.55,3.7,215.9,21.8,11.1,1.0,SL,-56.150000000000006,15.0,32.0,-26952.000000000004,1328560.75,-1.9883250821506475,1.3285607500000014,1.4337100000000012,-7.3340668614991635
198,2017-10-27,2017-11-02,2017-10-27 10:30:59,2017-10-27 10:30:59,2017-10-27 10:30:59,2017-10-27 10:30:59,2017-10-27 15:20:59,2017-10-27 15:20:59,2017-10-27 15:20:59,2017-10-27 15:20:59,25012.1,25000,25000,25000,25500,24500,178.5,216.65,40.65,50.1,150.5,210.25,27.95,54.35,SqOFF,25.950000000000006,15.0,28.0,10899.000000000002,1339459.75,0.8203614324749546,1.3394597500000014,1.4337100000000012,-6.573871284987877
199,2017-10-30,2017-11-02,2017-10-30 10:30:59,2017-10-30 10:30:59,2017-10-30 10:30:59,2017-10-30 10:30:59,2017-10-30 15:20:59,2017-10-30 15:20:59,2017-10-30 15:20:59,2017-10-30 15:20:59,25060.3,25100,25100,25100,25600,24600,121.85,204.5,14.9,44.95,118.25,195.1,13.8,40.9,SqOFF,7.849999999999996,15.0,29.0,3414.749999999998,1342874.5,0.2549348720631582,1.3428745000000015,1.4337100000000012,-6.33569550327469
200,2017-10-31,2017-11-02,2017-10-31 10:30:59,2017-10-31 10:30:59,2017-10-31 10:30:59,2017-10-31 10:30:59,2017-10-31 15:20:59,2017-10-31 15:20:59,2017-10-31 15:20:59,2017-10-31 15:20:59,25036.95,25000,25000,25000,25500,24500,133.15,146.1,13.85,26.5,141.25,125.0,14.95,19.25,SqOFF,6.85,15.0,30.0,3082.5,1345957.0,0.22954490535042552,1.3459570000000016,1.4337100000000012,-6.120693864170541
201,2017-11-01,2017-11-02,2017-11-01 10:30:59,2017-11-01 10:30:59,2017-11-01 10:30:59,2017-11-01 10:30:59,2017-11-01 15:20:59,2017-11-01 15:20:59,2017-11-01 15:20:59,2017-11-01 15:20:59,25465.2,25500,25500,25500,26000,25000,78.7,144.0,4.75,14.15,89.7,82.8,4.3,6.2,SqOFF,41.8,15.0,30.0,18810.0,1364767.0,1.3975186428689772,1.3647670000000014,1.4337100000000012,-4.808713059126301
202,2017-11-02,2017-11-02,2017-11-02 10:30:59,2017-11-02 10:30:59,2017-11-02 10:30:59,2017-11-02 10:30:59,2017-11-02 15:20:59,2017-11-02 15:20:59,2017-11-02 15:22:59,2017-11-02 15:20:59,25541.05,25500,25500,25500,26000,25000,57.5,46.4,0.35,0.5,0.05,62.0,0.05,0.05,SqOFF,41.1,15.0,32.0,19728.0,1384495.0,1.4455214699652028,1.3844950000000014,1.4337100000000012,-3.432702568859794
203,2017-11-03,2017-11-09,2017-11-03 10:30:59,2017-11-03 10:30:59,2017-11-03 10:30:59,2017-11-03 10:30:59,2017-11-03 15:20:59,2017-11-03 15:20:59,2017-11-03 15:20:59,2017-11-03 15:20:59,25480.45,25500,25500,25500,26000,25000,142.3,189.3,20.9,42.9,248.75,105.15,47.9,24.55,SqOFF,-13.64999999999998,15.0,30.0,-6142.499999999992,1378352.5,-0.44366357408296825,1.3783525000000014,1.4337100000000012,-3.861136492038117
204,2017-11-06,2017-11-09,2017-11-06 10:30:59,2017-11-06 10:30:59,2017-11-06 10:30:59,2017-11-06 10:30:59,2017-11-06 15:20:59,2017-11-06 15:20:59,2017-11-06 15:20:59,2017-11-06 15:20:59,25607.0,25600,25600,25600,26100,25100,147.85,164.95,19.85,34.4,150.05,153.35,15.9,33.7,SqOFF,4.7499999999999805,15.0,30.0,2137.499999999991,1380490.0,0.155076440895924,1.3804900000000013,1.4337100000000012,-3.7120477641921856
205,2017-11-07,2017-11-09,2017-11-07 10:30:59,2017-11-07 10:30:59,2017-11-07 10:30:59,2017-11-07 10:30:59,2017-11-07 15:20:59,2017-11-07 15:20:59,2017-11-07 15:20:59,2017-11-07 15:20:59,25497.1,25500,25500,25500,26000,25000,134.0,166.15,15.35,34.5,73.55,213.05,7.4,44.5,SqOFF,15.599999999999998,15.0,30.0,7019.999999999999,1387510.0,0.5085150924671673,1.3875100000000014,1.4337100000000012,-3.2224089948455235
206,2017-11-08,2017-11-09,2017-11-08 10:30:59,2017-11-08 10:30:59,2017-11-08 10:30:59,2017-11-08 10:30:59,2017-11-08 15:20:59,2017-11-08 15:20:59,2017-11-08 15:20:59,2017-11-08 15:20:59,25364.95,25400,25400,25400,25900,24900,67.05,153.1,4.05,16.15,29.7,182.7,1.9,12.2,SqOFF,1.6500000000000004,15.0,31.0,767.2500000000002,1388277.25,0.05529689876109002,1.3882772500000014,1.4337100000000012,-3.168893988323982
207,2017-11-09,2017-11-09,2017-11-09 10:30:59,2017-11-09 10:30:59,2017-11-09 10:31:59,2017-11-09 10:30:59,2017-11-09 11:02:59,2017-11-09 11:02:59,2017-11-09 11:02:59,2017-11-09 11:02:59,25410.0,25400,25400,25400,25900,24900,27.0,92.55,0.1,1.2,9.6,149.0,0.05,2.5,SL,-37.800000000000004,15.0,32.0,-18144.000000000004,1370133.25,-1.3069435518013424,1.3701332500000014,1.4337100000000012,-4.434421884481498
208,2017-11-10,2017-11-16,2017-11-10 10:30:59,2017-11-10 10:30:59,2017-11-10 10:30:59,2017-11-10 10:30:59,2017-11-10 15:20:59,2017-11-10 15:20:59,2017-11-10 15:20:59,2017-11-10 15:20:59,25401.45,25400,25400,25400,25900,24900,152.5,193.15,23.75,47.2,223.95,119.6,34.5,28.2,SqOFF,-6.149999999999981,15.0,29.0,-2675.249999999992,1367458.0,-0.1952547316109577,1.3674580000000014,1.4337100000000012,-4.621018197543416
209,2017-11-13,2017-11-16,2017-11-13 10:30:59,2017-11-13 10:30:59,2017-11-13 10:30:59,2017-11-13 10:30:59,2017-11-13 15:20:59,2017-11-13 15:20:59,2017-11-13 15:20:59,2017-11-13 15:20:59,25546.2,25500,25500,25500,26000,25000,153.6,148.9,16.6,30.55,111.15,193.9,10.75,35.8,SqOFF,-3.1500000000000163,15.0,30.0,-1417.5000000000073,1366040.5,-0.10365949082165647,1.3660405000000013,1.4337100000000012,-4.719887564430727
210,2017-11-14,2017-11-16,2017-11-14 10:30:59,2017-11-14 10:30:59,2017-11-14 10:30:59,2017-11-14 10:30:59,2017-11-14 15:20:59,2017-11-14 15:20:59,2017-11-14 15:20:59,2017-11-14 15:20:59,25412.1,25400,25400,25400,25900,24900,111.85,150.0,8.75,18.6,87.2,155.1,4.65,16.55,SqOFF,13.399999999999997,15.0,30.0,6029.999999999998,1372070.5,0.44142175872530853,1.3720705000000013,1.4337100000000012,-4.299300416402187
211,2017-11-15,2017-11-16,2017-11-15 10:30:59,2017-11-15 10:30:59,2017-11-15 10:30:59,2017-11-15 10:30:59,2017-11-15 15:20:59,2017-11-15 15:20:59,2017-11-15 15:20:59,2017-11-15 15:20:59,25374.9,25400,25400,25400,25900,24900,57.35,152.7,1.95,9.7,25.4,169.45,0.7,9.35,SqOFF,13.600000000000003,15.0,31.0,6324.000000000001,1378394.5,0.46090926085795164,1.3783945000000013,1.4337100000000012,-3.8582070293155386
212,2017-11-16,2017-11-16,2017-11-16 10:30:59,2017-11-16 10:30:59,2017-11-16 10:34:59,2017-11-16 10:30:59,2017-11-16 15:20:59,2017-11-16 13:43:59,2017-11-16 15:21:59,2017-11-16 15:21:59,25410.1,25400,25400,25400,25900,24900,25.7,74.0,0.05,0.35,23.5,21.4,0.05,0.05,SqOFF,54.5,15.0,32.0,26160.0,1404554.5,1.8978601554199468,1.4045545000000015,1.4337100000000012,-2.0335702478185715
213,2017-11-17,2017-11-23,2017-11-17 10:30:59,2017-11-17 10:30:59,2017-11-17 10:30:59,2017-11-17 10:30:59,2017-11-17 15:20:59,2017-11-17 15:20:59,2017-11-17 15:20:59,2017-11-17 15:20:59,25920.0,25900,25900,25900,26400,25400,174.2,180.3,36.2,31.0,109.25,212.6,15.5,32.45,SqOFF,13.400000000000006,15.0,29.0,5829.000000000002,1410383.5,0.41500703603882955,1.4103835000000016,1.4337100000000012,-1.6270026713909762
214,2017-11-20,2017-11-23,2017-11-20 10:30:59,2017-11-20 10:30:59,2017-11-20 10:30:59,2017-11-20 10:30:59,2017-11-20 15:20:59,2017-11-20 15:20:59,2017-11-20 15:20:59,2017-11-20 15:20:59,25787.7,25800,25800,25800,26300,25300,114.6,160.0,11.6,19.25,131.05,129.75,13.5,15.25,SqOFF,11.699999999999983,15.0,31.0,5440.499999999992,1415824.0,0.3857461463495561,1.4158240000000017,1.4337100000000012,-1.2475326251473022
215,2017-11-21,2017-11-23,2017-11-21 10:30:59,2017-11-21 10:30:59,2017-11-21 10:30:59,2017-11-21 10:30:59,2017-11-21 15:20:59,2017-11-21 15:20:59,2017-11-21 15:20:59,2017-11-21 15:20:59,25901.0,25900,25900,25900,26400,25400,99.05,127.75,5.85,10.1,62.3,160.0,2.3,14.15,SqOFF,5.000000000000001,15.0,31.0,2325.0000000000005,1418149.0,0.1642153261987366,1.4181490000000019,1.4337100000000012,-1.085365938718378
216,2017-11-22,2017-11-23,2017-11-22 10:30:59,2017-11-22 10:30:59,2017-11-22 10:30:59,2017-11-22 10:30:59,2017-11-22 15:20:59,2017-11-22 15:20:59,2017-11-22 15:20:59,2017-11-22 15:20:59,25739.1,25700,25700,25700,26200,25200,95.75,91.75,3.45,4.8,104.65,48.35,3.1,2.2,SqOFF,31.54999999999999,15.0,32.0,15143.999999999995,1433293.0,1.0678708654732327,1.433293000000002,1.4337100000000012,-0.029085379888486737
217,2017-11-23,2017-11-23,2017-11-23 10:30:59,2017-11-23 10:30:59,2017-11-23 10:31:59,2017-11-23 10:30:59,2017-11-23 12:41:59,2017-11-23 12:41:59,2017-11-23 12:41:59,2017-11-23 12:41:59,25775.7,25800,25800,25800,26300,25300,22.5,66.0,0.05,0.3,8.95,107.75,0.05,0.3,SL,-28.2,15.0,33.0,-13959.0,1419334.0,-0.9739111263363458,1.4193340000000019,1.4337100000000012,-1.0027132404739638
218,2017-11-24,2017-11-30,2017-11-24 10:30:59,2017-11-24 10:30:59,2017-11-24 10:30:59,2017-11-24 10:30:59,2017-11-24 15:20:59,2017-11-24 15:20:59,2017-11-24 15:20:59,2017-11-24 15:20:59,25845.0,25800,25800,25800,26300,25300,173.9,131.45,24.05,26.05,171.6,126.3,27.9,23.5,SqOFF,8.75,15.0,30.0,3937.5,1423271.5,0.2774188457403261,1.423271500000002,1.4337100000000012,-0.7280761102314359
219,2017-11-27,2017-11-30,2017-11-27 10:30:59,2017-11-27 10:30:59,2017-11-27 10:30:59,2017-11-27 10:30:59,2017-11-27 15:20:59,2017-11-27 15:20:59,2017-11-27 15:20:59,2017-11-27 15:20:59,25766.05,25800,25800,25800,26300,25300,111.9,140.0,8.15,17.65,215.45,60.45,20.9,10.2,SqOFF,-18.69999999999999,15.0,31.0,-8695.499999999995,1414576.0,-0.6109515998880042,1.414576000000002,1.4337100000000012,-1.3345795174755761
220,2017-11-28,2017-11-30,2017-11-28 10:30:59,2017-11-28 10:30:59,2017-11-28 10:30:59,2017-11-28 10:30:59,2017-11-28 15:20:59,2017-11-28 15:20:59,2017-11-28 15:20:59,2017-11-28 15:20:59,25959.3,26000,26000,26000,26500,25500,93.0,123.25,5.45,14.55,48.4,171.25,3.45,20.2,SqOFF,0.25,15.0,31.0,116.25,1414692.25,0.008218010202350386,1.4146922500000019,1.4337100000000012,-1.326471183154143
221,2017-11-29,2017-11-30,2017-11-29 10:30:59,2017-11-29 10:30:59,2017-11-29 10:30:59,2017-11-29 10:30:59,2017-11-29 15:20:59,2017-11-29 15:20:59,2017-11-29 15:20:59,2017-11-29 15:20:59,25839.9,25800,25800,25800,26300,25300,110.8,75.0,4.1,5.7,79.0,70.15,2.4,4.0,SqOFF,33.249999999999986,15.0,32.0,15959.999999999993,1430652.25,1.1281605593018547,1.4306522500000018,1.4337100000000012,-0.21327534857114072
222,2017-11-30,2017-11-30,2017-11-30 10:30:59,2017-11-30 10:30:59,2017-11-30 10:30:59,2017-11-30 10:30:59,2017-11-30 15:01:59,2017-11-30 15:01:59,2017-11-30 15:01:59,2017-11-30 15:01:59,25561.15,25600,25600,25600,26100,25100,41.35,75.85,0.3,0.6,0.3,193.85,0.1,0.35,SL,-77.39999999999999,15.0,33.0,-38313.0,1392339.25,-2.6780092786349723,1.3923392500000018,1.4337100000000012,-2.8855730935823365
223,2017-12-01,2017-12-07,2017-12-01 10:30:59,2017-12-01 10:30:59,2017-12-01 10:30:59,2017-12-01 10:30:59,2017-12-01 15:01:59,2017-12-01 15:01:59,2017-12-01 15:01:59,2017-12-01 15:01:59,25470.0,25500,25500,25500,26000,25000,127.95,208.4,18.3,47.0,61.0,381.55,8.3,123.35,SL,-39.85000000000001,15.0,30.0,-17932.500000000004,1374406.75,-1.2879404211294054,1.3744067500000017,1.4337100000000012,-4.136349052458267
224,2017-12-04,2017-12-07,2017-12-04 10:30:59,2017-12-04 10:30:59,2017-12-04 10:30:59,2017-12-04 10:30:59,2017-12-04 15:20:59,2017-12-04 15:20:59,2017-12-04 15:20:59,2017-12-04 15:20:59,25259.05,25300,25300,25300,25800,24800,119.95,223.8,14.5,52.5,81.0,261.1,9.95,57.2,SqOFF,1.7999999999999936,15.0,30.0,809.9999999999972,1375216.75,0.0589345184749709,1.3752167500000017,1.4337100000000012,-4.079852271379808
225,2017-12-05,2017-12-07,2017-12-05 10:30:59,2017-12-05 10:30:59,2017-12-05 10:30:59,2017-12-05 10:30:59,2017-12-05 15:20:59,2017-12-05 15:20:59,2017-12-05 15:20:59,2017-12-05 15:20:59,25097.0,25100,25100,25100,25600,24600,112.4,187.2,12.8,32.85,147.9,104.8,13.4,11.35,SqOFF,25.999999999999993,15.0,30.0,11699.999999999996,1386916.75,0.8507749778353119,1.386916750000002,1.4337100000000012,-3.2637876558020236
226,2017-12-06,2017-12-07,2017-12-06 10:30:59,2017-12-06 10:30:59,2017-12-06 10:30:59,2017-12-06 10:30:59,2017-12-06 15:20:59,2017-12-06 15:20:59,2017-12-06 15:20:59,2017-12-06 15:20:59,25121.1,25100,25100,25100,25600,24600,89.0,140.4,6.2,14.25,11.9,246.0,1.4,14.25,SqOFF,-33.3,15.0,32.0,-15983.999999999998,1370932.75,-1.1524844587824035,1.370932750000002,1.4337100000000012,-4.378657469083649
227,2017-12-07,2017-12-07,2017-12-07 10:30:59,2017-12-07 10:30:59,2017-12-07 10:30:59,2017-12-07 10:30:59,2017-12-07 15:20:59,2017-12-07 15:20:59,2017-12-07 15:20:59,2017-12-07 15:20:59,25038.15,25000,25000,25000,25500,24500,33.15,68.0,0.15,0.55,51.1,0.15,0.05,0.05,SqOFF,49.29999999999999,15.0,33.0,24403.499999999993,1395336.25,1.7800654335524475,1.395336250000002,1.4337100000000012,-2.6765350035920217
228,2017-12-08,2017-12-14,2017-12-08 10:30:59,2017-12-08 10:30:59,2017-12-08 10:30:59,2017-12-08 10:30:59,2017-12-08 15:20:59,2017-12-08 15:20:59,2017-12-08 15:20:59,2017-12-08 15:20:59,25320.0,25300,25300,25300,25800,24800,136.55,162.15,16.1,28.45,148.7,126.55,17.35,20.35,SqOFF,16.600000000000033,15.0,31.0,7719.0000000000155,1403055.25,0.5531999903249138,1.4030552500000018,1.4337100000000012,-2.138141604648037
229,2017-12-11,2017-12-14,2017-12-11 10:30:59,2017-12-11 10:30:59,2017-12-11 10:30:59,2017-12-11 10:30:59,2017-12-11 15:20:59,2017-12-11 15:20:59,2017-12-11 15:20:59,2017-12-11 15:20:59,25451.0,25500,25500,25500,26000,25000,83.9,164.85,6.85,19.6,73.75,178.0,4.65,20.8,SqOFF,-4.0,15.0,31.0,-1860.0,1401195.25,-0.1325678372252269,1.4011952500000018,1.4337100000000012,-2.2678749537911673
230,2017-12-12,2017-12-14,2017-12-12 10:30:59,2017-12-12 10:30:59,2017-12-12 10:30:59,2017-12-12 10:30:59,2017-12-12 15:20:59,2017-12-12 15:20:59,2017-12-12 15:20:59,2017-12-12 15:20:59,25220.2,25200,25200,25200,25700,24700,102.95,113.35,6.8,12.05,77.0,141.0,4.65,13.05,SqOFF,-2.8500000000000023,15.0,32.0,-1368.0000000000011,1399827.25,-0.09763093330497667,1.3998272500000017,1.4337100000000012,-2.36329173961257
231,2017-12-13,2017-12-14,2017-12-13 10:30:59,2017-12-13 10:30:59,2017-12-13 10:30:59,2017-12-13 10:30:59,2017-12-13 11:52:59,2017-12-13 11:52:59,2017-12-13 11:52:59,2017-12-13 11:52:59,25097.95,25100,25100,25100,25600,24600,72.0,111.35,2.7,7.45,207.25,32.55,12.45,3.4,SL,-50.75,15.0,32.0,-24360.0,1375467.25,-1.7402147300675852,1.3754672500000018,1.4337100000000012,-4.06238011871294
